season,location,matchday_nr,home_team_name,away_team_name,goals_home,goals_away,draw,win_home,win_away,away_team_id,home_team_id,date,time
2016-2017,Dortmund,16.0,Borussia Dortmund,FC Augsburg,0,1,0.0,0.0,1.0,95.0,7.0,2016-12-20,20:00:00
2016-2017,Gladbach,16.0,Borussia Mönchengladbach,VfL Wolfsburg,0,1,0.0,0.0,1.0,131.0,87.0,2016-12-20,20:00:00
2016-2017,Hamburg,16.0,Hamburger SV,FC Schalke 04,0,0,1.0,0.0,0.0,9.0,100.0,2016-12-20,20:00:00
2016-2017,Frankfurt,16.0,Eintracht Frankfurt,1. FSV Mainz 05,1,0,0.0,1.0,0.0,81.0,91.0,2016-12-20,20:00:00
2016-2017,München,16.0,FC Bayern München,RB Leipzig,3,0,0.0,1.0,0.0,1635.0,40.0,2016-12-21,20:00:00
2016-2017,Berlin,16.0,Hertha BSC,SV Darmstadt 98,0,0,1.0,0.0,0.0,118.0,54.0,2016-12-21,20:00:00
2016-2017,Köln,16.0,1. FC Köln,Bayer Leverkusen,1,1,1.0,0.0,0.0,6.0,65.0,2016-12-21,20:00:00
2016-2017,Ingolstadt,16.0,FC Ingolstadt 04,SC Freiburg,0,2,0.0,0.0,1.0,112.0,171.0,2016-12-21,20:00:00
2016-2017,Sinsheim,16.0,TSG 1899 Hoffenheim,Werder Bremen,1,0,0.0,1.0,0.0,134.0,175.0,2016-12-21,20:00:00
2016-2017,Freiburg,17.0,SC Freiburg,FC Bayern München,1,1,1.0,0.0,0.0,40.0,112.0,2017-01-20,20:30:00
2016-2017,Gelsenkirchen,17.0,FC Schalke 04,FC Ingolstadt 04,0,0,1.0,0.0,0.0,171.0,9.0,2017-01-21,15:30:00
2016-2017,Wolfsburg,17.0,VfL Wolfsburg,Hamburger SV,0,0,1.0,0.0,0.0,100.0,131.0,2017-01-21,15:30:00
2016-2017,Augsburg,17.0,FC Augsburg,TSG 1899 Hoffenheim,0,0,1.0,0.0,0.0,175.0,95.0,2017-01-21,15:30:00
2016-2017,Bremen,17.0,Werder Bremen,Borussia Dortmund,0,1,0.0,0.0,1.0,7.0,134.0,2017-01-21,15:30:00
2016-2017,Darmstadt,17.0,SV Darmstadt 98,Borussia Mönchengladbach,0,0,1.0,0.0,0.0,87.0,118.0,2017-01-21,15:30:00
2016-2017,Leipzig,17.0,RB Leipzig,Eintracht Frankfurt,2,0,0.0,1.0,0.0,91.0,1635.0,2017-01-21,18:30:00
2016-2017,Leverkusen,17.0,Bayer Leverkusen,Hertha BSC,2,1,0.0,1.0,0.0,54.0,6.0,2017-01-22,15:30:00
2016-2017,Mainz,17.0,1. FSV Mainz 05,1. FC Köln,0,0,1.0,0.0,0.0,65.0,81.0,2017-01-22,17:30:00
2016-2017,Gelsenkirchen,18.0,FC Schalke 04,Eintracht Frankfurt,0,1,0.0,0.0,1.0,91.0,9.0,2017-01-27,20:30:00
2016-2017,Bremen,18.0,Werder Bremen,FC Bayern München,0,2,0.0,0.0,1.0,40.0,134.0,2017-01-28,15:30:00
2016-2017,Darmstadt,18.0,SV Darmstadt 98,1. FC Köln,0,3,0.0,0.0,1.0,65.0,118.0,2017-01-28,15:30:00
2016-2017,Ingolstadt,18.0,FC Ingolstadt 04,Hamburger SV,2,0,0.0,1.0,0.0,100.0,171.0,2017-01-28,15:30:00
2016-2017,Wolfsburg,18.0,VfL Wolfsburg,FC Augsburg,1,1,1.0,0.0,0.0,95.0,131.0,2017-01-28,15:30:00
2016-2017,Leipzig,18.0,RB Leipzig,TSG 1899 Hoffenheim,1,1,1.0,0.0,0.0,175.0,1635.0,2017-01-28,15:30:00
2016-2017,Leverkusen,18.0,Bayer Leverkusen,Borussia Mönchengladbach,2,0,0.0,1.0,0.0,87.0,6.0,2017-01-28,18:30:00
2016-2017,Freiburg,18.0,SC Freiburg,Hertha BSC,1,0,0.0,1.0,0.0,54.0,112.0,2017-01-29,15:30:00
2016-2017,Mainz,18.0,1. FSV Mainz 05,Borussia Dortmund,0,1,0.0,0.0,1.0,7.0,81.0,2017-01-29,17:30:00
2016-2017,Hamburg,19.0,Hamburger SV,Bayer Leverkusen,0,0,1.0,0.0,0.0,6.0,100.0,2017-02-03,20:30:00
2016-2017,Gladbach,19.0,Borussia Mönchengladbach,SC Freiburg,0,0,1.0,0.0,0.0,112.0,87.0,2017-02-04,15:30:00
2016-2017,München,19.0,FC Bayern München,FC Schalke 04,1,1,1.0,0.0,0.0,9.0,40.0,2017-02-04,15:30:00
2016-2017,Sinsheim,19.0,TSG 1899 Hoffenheim,1. FSV Mainz 05,1,0,0.0,1.0,0.0,81.0,175.0,2017-02-04,15:30:00
2016-2017,Köln,19.0,1. FC Köln,VfL Wolfsburg,0,0,1.0,0.0,0.0,131.0,65.0,2017-02-04,15:30:00
2016-2017,Berlin,19.0,Hertha BSC,FC Ingolstadt 04,1,0,0.0,1.0,0.0,171.0,54.0,2017-02-04,15:30:00
2016-2017,Dortmund,19.0,Borussia Dortmund,RB Leipzig,1,0,0.0,1.0,0.0,1635.0,7.0,2017-02-04,18:30:00
2016-2017,Augsburg,19.0,FC Augsburg,Werder Bremen,1,1,1.0,0.0,0.0,134.0,95.0,2017-02-05,15:30:00
2016-2017,Frankfurt,19.0,Eintracht Frankfurt,SV Darmstadt 98,0,0,1.0,0.0,0.0,118.0,91.0,2017-02-05,17:30:00
2016-2017,Mainz,20.0,1. FSV Mainz 05,FC Augsburg,1,0,0.0,1.0,0.0,95.0,81.0,2017-02-10,20:30:00
2016-2017,Ingolstadt,20.0,FC Ingolstadt 04,FC Bayern München,0,0,1.0,0.0,0.0,40.0,171.0,2017-02-11,15:30:00
2016-2017,Leverkusen,20.0,Bayer Leverkusen,Eintracht Frankfurt,1,0,0.0,1.0,0.0,91.0,6.0,2017-02-11,15:30:00
2016-2017,Darmstadt,20.0,SV Darmstadt 98,Borussia Dortmund,1,1,1.0,0.0,0.0,7.0,118.0,2017-02-11,15:30:00
2016-2017,Bremen,20.0,Werder Bremen,Borussia Mönchengladbach,0,1,0.0,0.0,1.0,87.0,134.0,2017-02-11,15:30:00
2016-2017,Leipzig,20.0,RB Leipzig,Hamburger SV,0,2,0.0,0.0,1.0,100.0,1635.0,2017-02-11,15:30:00
2016-2017,Gelsenkirchen,20.0,FC Schalke 04,Hertha BSC,1,0,0.0,1.0,0.0,54.0,9.0,2017-02-11,18:30:00
2016-2017,Wolfsburg,20.0,VfL Wolfsburg,TSG 1899 Hoffenheim,0,1,0.0,0.0,1.0,175.0,131.0,2017-02-12,15:30:00
2016-2017,Freiburg,20.0,SC Freiburg,1. FC Köln,1,1,1.0,0.0,0.0,65.0,112.0,2017-02-12,17:30:00
2016-2017,Augsburg,21.0,FC Augsburg,Bayer Leverkusen,0,2,0.0,0.0,1.0,6.0,95.0,2017-02-17,20:30:00
2016-2017,Mainz,21.0,1. FSV Mainz 05,Werder Bremen,0,2,0.0,0.0,1.0,134.0,81.0,2017-02-18,15:30:00
2016-2017,Sinsheim,21.0,TSG 1899 Hoffenheim,SV Darmstadt 98,0,0,1.0,0.0,0.0,118.0,175.0,2017-02-18,15:30:00
2016-2017,Berlin,21.0,Hertha BSC,FC Bayern München,1,0,0.0,1.0,0.0,40.0,54.0,2017-02-18,15:30:00
2016-2017,Dortmund,21.0,Borussia Dortmund,VfL Wolfsburg,1,0,0.0,1.0,0.0,131.0,7.0,2017-02-18,15:30:00
2016-2017,Frankfurt,21.0,Eintracht Frankfurt,FC Ingolstadt 04,0,1,0.0,0.0,1.0,171.0,91.0,2017-02-18,15:30:00
2016-2017,Hamburg,21.0,Hamburger SV,SC Freiburg,1,1,1.0,0.0,0.0,112.0,100.0,2017-02-18,18:30:00
2016-2017,Gladbach,21.0,Borussia Mönchengladbach,RB Leipzig,0,1,0.0,0.0,1.0,1635.0,87.0,2017-02-19,15:30:00
2016-2017,Köln,21.0,1. FC Köln,FC Schalke 04,1,1,1.0,0.0,0.0,9.0,65.0,2017-02-19,17:30:00
2016-2017,Wolfsburg,22.0,VfL Wolfsburg,Werder Bremen,1,2,0.0,0.0,1.0,134.0,131.0,2017-02-24,20:30:00
2016-2017,München,22.0,FC Bayern München,Hamburger SV,3,0,0.0,1.0,0.0,100.0,40.0,2017-02-25,15:30:00
2016-2017,Darmstadt,22.0,SV Darmstadt 98,FC Augsburg,0,0,1.0,0.0,0.0,95.0,118.0,2017-02-25,15:30:00
2016-2017,Freiburg,22.0,SC Freiburg,Borussia Dortmund,0,1,0.0,0.0,1.0,7.0,112.0,2017-02-25,15:30:00
2016-2017,Leverkusen,22.0,Bayer Leverkusen,1. FSV Mainz 05,0,2,0.0,0.0,1.0,81.0,6.0,2017-02-25,15:30:00
2016-2017,Leipzig,22.0,RB Leipzig,1. FC Köln,2,0,0.0,1.0,0.0,65.0,1635.0,2017-02-25,15:30:00
2016-2017,Berlin,22.0,Hertha BSC,Eintracht Frankfurt,0,0,1.0,0.0,0.0,91.0,54.0,2017-02-25,18:30:00
2016-2017,Ingolstadt,22.0,FC Ingolstadt 04,Borussia Mönchengladbach,0,0,1.0,0.0,0.0,87.0,171.0,2017-02-26,15:30:00
2016-2017,Gelsenkirchen,22.0,FC Schalke 04,TSG 1899 Hoffenheim,1,0,0.0,1.0,0.0,175.0,9.0,2017-02-26,17:30:00
2016-2017,Augsburg,23.0,FC Augsburg,RB Leipzig,1,1,1.0,0.0,0.0,1635.0,95.0,2017-03-03,20:30:00
2016-2017,Dortmund,23.0,Borussia Dortmund,Bayer Leverkusen,2,0,0.0,1.0,0.0,6.0,7.0,2017-03-04,15:30:00
2016-2017,Mainz,23.0,1. FSV Mainz 05,VfL Wolfsburg,1,1,1.0,0.0,0.0,131.0,81.0,2017-03-04,15:30:00
2016-2017,Sinsheim,23.0,TSG 1899 Hoffenheim,FC Ingolstadt 04,1,1,1.0,0.0,0.0,171.0,175.0,2017-03-04,15:30:00
2016-2017,Bremen,23.0,Werder Bremen,SV Darmstadt 98,0,0,1.0,0.0,0.0,118.0,134.0,2017-03-04,15:30:00
2016-2017,Köln,23.0,1. FC Köln,FC Bayern München,0,1,0.0,0.0,1.0,40.0,65.0,2017-03-04,15:30:00
2016-2017,Gladbach,23.0,Borussia Mönchengladbach,FC Schalke 04,1,1,1.0,0.0,0.0,9.0,87.0,2017-03-04,18:30:00
2016-2017,Frankfurt,23.0,Eintracht Frankfurt,SC Freiburg,1,1,1.0,0.0,0.0,112.0,91.0,2017-03-05,15:30:00
2016-2017,Hamburg,23.0,Hamburger SV,Hertha BSC,0,0,1.0,0.0,0.0,54.0,100.0,2017-03-05,17:30:00
2016-2017,Leverkusen,24.0,Bayer Leverkusen,Werder Bremen,1,0,0.0,1.0,0.0,134.0,6.0,2017-03-10,20:30:00
2016-2017,Berlin,24.0,Hertha BSC,Borussia Dortmund,1,0,0.0,1.0,0.0,7.0,54.0,2017-03-11,15:30:00
2016-2017,Darmstadt,24.0,SV Darmstadt 98,1. FSV Mainz 05,2,1,0.0,1.0,0.0,81.0,118.0,2017-03-11,15:30:00
2016-2017,Leipzig,24.0,RB Leipzig,VfL Wolfsburg,0,1,0.0,0.0,1.0,131.0,1635.0,2017-03-11,15:30:00
2016-2017,Freiburg,24.0,SC Freiburg,TSG 1899 Hoffenheim,0,0,1.0,0.0,0.0,175.0,112.0,2017-03-11,15:30:00
2016-2017,München,24.0,FC Bayern München,Eintracht Frankfurt,2,0,0.0,1.0,0.0,91.0,40.0,2017-03-11,15:30:00
2016-2017,Ingolstadt,24.0,FC Ingolstadt 04,1. FC Köln,1,1,1.0,0.0,0.0,65.0,171.0,2017-03-11,18:30:00
2016-2017,Gelsenkirchen,24.0,FC Schalke 04,FC Augsburg,3,0,0.0,1.0,0.0,95.0,9.0,2017-03-12,15:30:00
2016-2017,Hamburg,24.0,Hamburger SV,Borussia Mönchengladbach,1,1,1.0,0.0,0.0,87.0,100.0,2017-03-12,17:30:00
2016-2017,Dortmund,25.0,Borussia Dortmund,FC Ingolstadt 04,1,0,0.0,1.0,0.0,171.0,7.0,2017-03-17,20:30:00
2016-2017,Sinsheim,25.0,TSG 1899 Hoffenheim,Bayer Leverkusen,0,0,1.0,0.0,0.0,6.0,175.0,2017-03-18,15:30:00
2016-2017,Köln,25.0,1. FC Köln,Hertha BSC,3,0,0.0,1.0,0.0,54.0,65.0,2017-03-18,15:30:00
2016-2017,Wolfsburg,25.0,VfL Wolfsburg,SV Darmstadt 98,1,0,0.0,1.0,0.0,118.0,131.0,2017-03-18,15:30:00
2016-2017,Augsburg,25.0,FC Augsburg,SC Freiburg,1,1,1.0,0.0,0.0,112.0,95.0,2017-03-18,15:30:00
2016-2017,Bremen,25.0,Werder Bremen,RB Leipzig,1,0,0.0,1.0,0.0,1635.0,134.0,2017-03-18,15:30:00
2016-2017,Frankfurt,25.0,Eintracht Frankfurt,Hamburger SV,0,0,1.0,0.0,0.0,100.0,91.0,2017-03-18,18:30:00
2016-2017,Mainz,25.0,1. FSV Mainz 05,FC Schalke 04,0,0,1.0,0.0,0.0,9.0,81.0,2017-03-19,15:30:00
2016-2017,Gladbach,25.0,Borussia Mönchengladbach,FC Bayern München,0,0,1.0,0.0,0.0,40.0,87.0,2017-03-19,17:30:00
2016-2017,Berlin,26.0,Hertha BSC,TSG 1899 Hoffenheim,1,1,1.0,0.0,0.0,175.0,54.0,2017-03-31,20:30:00
2016-2017,Gelsenkirchen,26.0,FC Schalke 04,Borussia Dortmund,0,0,1.0,0.0,0.0,7.0,9.0,2017-04-01,15:30:00
2016-2017,Hamburg,26.0,Hamburger SV,1. FC Köln,1,1,1.0,0.0,0.0,65.0,100.0,2017-04-01,15:30:00
2016-2017,München,26.0,FC Bayern München,FC Augsburg,2,0,0.0,1.0,0.0,95.0,40.0,2017-04-01,15:30:00
2016-2017,Freiburg,26.0,SC Freiburg,Werder Bremen,0,1,0.0,0.0,1.0,134.0,112.0,2017-04-01,15:30:00
2016-2017,Leipzig,26.0,RB Leipzig,SV Darmstadt 98,1,0,0.0,1.0,0.0,118.0,1635.0,2017-04-01,15:30:00
2016-2017,Frankfurt,26.0,Eintracht Frankfurt,Borussia Mönchengladbach,0,0,1.0,0.0,0.0,87.0,91.0,2017-04-01,18:30:00
2016-2017,Ingolstadt,26.0,FC Ingolstadt 04,1. FSV Mainz 05,1,0,0.0,1.0,0.0,81.0,171.0,2017-04-02,15:30:00
2016-2017,Leverkusen,26.0,Bayer Leverkusen,VfL Wolfsburg,1,0,0.0,1.0,0.0,131.0,6.0,2017-04-02,17:30:00
2016-2017,Sinsheim,27.0,TSG 1899 Hoffenheim,FC Bayern München,1,0,0.0,1.0,0.0,40.0,175.0,2017-04-04,20:00:00
2016-2017,Bremen,27.0,Werder Bremen,FC Schalke 04,1,0,0.0,1.0,0.0,9.0,134.0,2017-04-04,20:00:00
2016-2017,Dortmund,27.0,Borussia Dortmund,Hamburger SV,1,0,0.0,1.0,0.0,100.0,7.0,2017-04-04,20:00:00
2016-2017,Köln,27.0,1. FC Köln,Eintracht Frankfurt,0,0,1.0,0.0,0.0,91.0,65.0,2017-04-04,20:00:00
2016-2017,Wolfsburg,27.0,VfL Wolfsburg,SC Freiburg,0,0,1.0,0.0,0.0,112.0,131.0,2017-04-05,20:00:00
2016-2017,Mainz,27.0,1. FSV Mainz 05,RB Leipzig,0,0,1.0,0.0,0.0,1635.0,81.0,2017-04-05,20:00:00
2016-2017,Darmstadt,27.0,SV Darmstadt 98,Bayer Leverkusen,0,1,0.0,0.0,1.0,6.0,118.0,2017-04-05,20:00:00
2016-2017,Gladbach,27.0,Borussia Mönchengladbach,Hertha BSC,1,0,0.0,1.0,0.0,54.0,87.0,2017-04-05,20:00:00
2016-2017,Augsburg,27.0,FC Augsburg,FC Ingolstadt 04,0,2,0.0,0.0,1.0,171.0,95.0,2017-04-05,20:00:00
2016-2017,Frankfurt,28.0,Eintracht Frankfurt,Werder Bremen,0,2,0.0,0.0,1.0,134.0,91.0,2017-04-07,20:30:00
2016-2017,Hamburg,28.0,Hamburger SV,TSG 1899 Hoffenheim,1,1,1.0,0.0,0.0,175.0,100.0,2017-04-08,15:30:00
2016-2017,Leipzig,28.0,RB Leipzig,Bayer Leverkusen,0,0,1.0,0.0,0.0,6.0,1635.0,2017-04-08,15:30:00
2016-2017,Köln,28.0,1. FC Köln,Borussia Mönchengladbach,1,1,1.0,0.0,0.0,87.0,65.0,2017-04-08,15:30:00
2016-2017,Freiburg,28.0,SC Freiburg,1. FSV Mainz 05,0,0,1.0,0.0,0.0,81.0,112.0,2017-04-08,15:30:00
2016-2017,Gelsenkirchen,28.0,FC Schalke 04,VfL Wolfsburg,2,0,0.0,1.0,0.0,131.0,9.0,2017-04-08,15:30:00
2016-2017,München,28.0,FC Bayern München,Borussia Dortmund,2,1,0.0,1.0,0.0,7.0,40.0,2017-04-08,18:30:00
2016-2017,Berlin,28.0,Hertha BSC,FC Augsburg,2,0,0.0,1.0,0.0,95.0,54.0,2017-04-09,15:30:00
2016-2017,Ingolstadt,28.0,FC Ingolstadt 04,SV Darmstadt 98,1,2,0.0,0.0,1.0,118.0,171.0,2017-04-09,17:30:00
2016-2017,Wolfsburg,29.0,VfL Wolfsburg,FC Ingolstadt 04,1,0,0.0,1.0,0.0,171.0,131.0,2017-04-15,15:30:00
2016-2017,Dortmund,29.0,Borussia Dortmund,Eintracht Frankfurt,2,1,0.0,1.0,0.0,91.0,7.0,2017-04-15,15:30:00
2016-2017,Leipzig,29.0,RB Leipzig,SC Freiburg,2,0,0.0,1.0,0.0,112.0,1635.0,2017-04-15,15:30:00
2016-2017,Sinsheim,29.0,TSG 1899 Hoffenheim,Borussia Mönchengladbach,2,2,1.0,0.0,0.0,87.0,175.0,2017-04-15,15:30:00
2016-2017,Mainz,29.0,1. FSV Mainz 05,Hertha BSC,1,0,0.0,1.0,0.0,54.0,81.0,2017-04-15,15:30:00
2016-2017,Augsburg,29.0,FC Augsburg,1. FC Köln,2,0,0.0,1.0,0.0,65.0,95.0,2017-04-15,15:30:00
2016-2017,Leverkusen,29.0,Bayer Leverkusen,FC Bayern München,0,0,1.0,0.0,0.0,40.0,6.0,2017-04-15,18:30:00
2016-2017,Bremen,29.0,Werder Bremen,Hamburger SV,1,1,1.0,0.0,0.0,100.0,134.0,2017-04-16,15:30:00
2016-2017,Darmstadt,29.0,SV Darmstadt 98,FC Schalke 04,1,0,0.0,1.0,0.0,9.0,118.0,2017-04-16,17:30:00
2016-2017,Köln,30.0,1. FC Köln,TSG 1899 Hoffenheim,0,0,1.0,0.0,0.0,175.0,65.0,2017-04-21,20:30:00
2016-2017,Frankfurt,30.0,Eintracht Frankfurt,FC Augsburg,0,1,0.0,0.0,1.0,95.0,91.0,2017-04-22,15:30:00
2016-2017,Ingolstadt,30.0,FC Ingolstadt 04,Werder Bremen,1,1,1.0,0.0,0.0,134.0,171.0,2017-04-22,15:30:00
2016-2017,Hamburg,30.0,Hamburger SV,SV Darmstadt 98,0,0,1.0,0.0,0.0,118.0,100.0,2017-04-22,15:30:00
2016-2017,München,30.0,FC Bayern München,1. FSV Mainz 05,1,2,0.0,0.0,1.0,81.0,40.0,2017-04-22,15:30:00
2016-2017,Berlin,30.0,Hertha BSC,VfL Wolfsburg,0,0,1.0,0.0,0.0,131.0,54.0,2017-04-22,15:30:00
2016-2017,Gladbach,30.0,Borussia Mönchengladbach,Borussia Dortmund,1,1,1.0,0.0,0.0,7.0,87.0,2017-04-22,18:30:00
2016-2017,Freiburg,30.0,SC Freiburg,Bayer Leverkusen,1,0,0.0,1.0,0.0,6.0,112.0,2017-04-23,15:30:00
2016-2017,Gelsenkirchen,30.0,FC Schalke 04,RB Leipzig,0,1,0.0,0.0,1.0,1635.0,9.0,2017-04-23,17:30:00
2016-2017,Leverkusen,31.0,Bayer Leverkusen,FC Schalke 04,0,3,0.0,0.0,1.0,9.0,6.0,2017-04-28,20:30:00
2016-2017,Bremen,31.0,Werder Bremen,Hertha BSC,2,0,0.0,1.0,0.0,54.0,134.0,2017-04-29,15:30:00
2016-2017,Dortmund,31.0,Borussia Dortmund,1. FC Köln,0,0,1.0,0.0,0.0,65.0,7.0,2017-04-29,15:30:00
2016-2017,Leipzig,31.0,RB Leipzig,FC Ingolstadt 04,0,0,1.0,0.0,0.0,171.0,1635.0,2017-04-29,15:30:00
2016-2017,Darmstadt,31.0,SV Darmstadt 98,SC Freiburg,2,0,0.0,1.0,0.0,112.0,118.0,2017-04-29,15:30:00
2016-2017,Mainz,31.0,1. FSV Mainz 05,Borussia Mönchengladbach,0,1,0.0,0.0,1.0,87.0,81.0,2017-04-29,15:30:00
2016-2017,Wolfsburg,31.0,VfL Wolfsburg,FC Bayern München,0,3,0.0,0.0,1.0,40.0,131.0,2017-04-29,18:30:00
2016-2017,Augsburg,31.0,FC Augsburg,Hamburger SV,2,0,0.0,1.0,0.0,100.0,95.0,2017-04-30,15:30:00
2016-2017,Sinsheim,31.0,TSG 1899 Hoffenheim,Eintracht Frankfurt,0,0,1.0,0.0,0.0,91.0,175.0,2017-04-30,17:30:00
2016-2017,Köln,32.0,1. FC Köln,Werder Bremen,3,2,0.0,1.0,0.0,134.0,65.0,2017-05-05,20:30:00
2016-2017,Frankfurt,32.0,Eintracht Frankfurt,VfL Wolfsburg,0,0,1.0,0.0,0.0,131.0,91.0,2017-05-06,15:30:00
2016-2017,Gladbach,32.0,Borussia Mönchengladbach,FC Augsburg,0,0,1.0,0.0,0.0,95.0,87.0,2017-05-06,15:30:00
2016-2017,München,32.0,FC Bayern München,SV Darmstadt 98,1,0,0.0,1.0,0.0,118.0,40.0,2017-05-06,15:30:00
2016-2017,Dortmund,32.0,Borussia Dortmund,TSG 1899 Hoffenheim,1,0,0.0,1.0,0.0,175.0,7.0,2017-05-06,15:30:00
2016-2017,Ingolstadt,32.0,FC Ingolstadt 04,Bayer Leverkusen,0,0,1.0,0.0,0.0,6.0,171.0,2017-05-06,15:30:00
2016-2017,Berlin,32.0,Hertha BSC,RB Leipzig,0,1,0.0,0.0,1.0,1635.0,54.0,2017-05-06,18:30:00
2016-2017,Hamburg,32.0,Hamburger SV,1. FSV Mainz 05,0,0,1.0,0.0,0.0,81.0,100.0,2017-05-07,15:30:00
2016-2017,Freiburg,32.0,SC Freiburg,FC Schalke 04,2,0,0.0,1.0,0.0,9.0,112.0,2017-05-07,17:30:00
2016-2017,Augsburg,33.0,FC Augsburg,Borussia Dortmund,1,1,1.0,0.0,0.0,7.0,95.0,2017-05-13,15:30:00
2016-2017,Wolfsburg,33.0,VfL Wolfsburg,Borussia Mönchengladbach,0,1,0.0,0.0,1.0,87.0,131.0,2017-05-13,15:30:00
2016-2017,Darmstadt,33.0,SV Darmstadt 98,Hertha BSC,0,2,0.0,0.0,1.0,54.0,118.0,2017-05-13,15:30:00
2016-2017,Leverkusen,33.0,Bayer Leverkusen,1. FC Köln,0,1,0.0,0.0,1.0,65.0,6.0,2017-05-13,15:30:00
2016-2017,Gelsenkirchen,33.0,FC Schalke 04,Hamburger SV,1,0,0.0,1.0,0.0,100.0,9.0,2017-05-13,15:30:00
2016-2017,Freiburg,33.0,SC Freiburg,FC Ingolstadt 04,1,1,1.0,0.0,0.0,171.0,112.0,2017-05-13,15:30:00
2016-2017,Bremen,33.0,Werder Bremen,TSG 1899 Hoffenheim,0,3,0.0,0.0,1.0,175.0,134.0,2017-05-13,15:30:00
2016-2017,Leipzig,33.0,RB Leipzig,FC Bayern München,2,1,0.0,1.0,0.0,40.0,1635.0,2017-05-13,15:30:00
2016-2017,Mainz,33.0,1. FSV Mainz 05,Eintracht Frankfurt,0,1,0.0,0.0,1.0,91.0,81.0,2017-05-13,15:30:00
2016-2017,Berlin,34.0,Hertha BSC,Bayer Leverkusen,0,3,0.0,0.0,1.0,6.0,54.0,2017-05-20,15:30:00
2016-2017,Frankfurt,34.0,Eintracht Frankfurt,RB Leipzig,0,1,0.0,0.0,1.0,1635.0,91.0,2017-05-20,15:30:00
2016-2017,Ingolstadt,34.0,FC Ingolstadt 04,FC Schalke 04,1,1,1.0,0.0,0.0,9.0,171.0,2017-05-20,15:30:00
2016-2017,Köln,34.0,1. FC Köln,1. FSV Mainz 05,1,0,0.0,1.0,0.0,81.0,65.0,2017-05-20,15:30:00
2016-2017,Hamburg,34.0,Hamburger SV,VfL Wolfsburg,1,1,1.0,0.0,0.0,131.0,100.0,2017-05-20,15:30:00
2016-2017,Sinsheim,34.0,TSG 1899 Hoffenheim,FC Augsburg,0,0,1.0,0.0,0.0,95.0,175.0,2017-05-20,15:30:00
2016-2017,Dortmund,34.0,Borussia Dortmund,Werder Bremen,2,1,0.0,1.0,0.0,134.0,7.0,2017-05-20,15:30:00
2016-2017,Gladbach,34.0,Borussia Mönchengladbach,SV Darmstadt 98,0,0,1.0,0.0,0.0,118.0,87.0,2017-05-20,15:30:00
2016-2017,München,34.0,FC Bayern München,SC Freiburg,1,0,0.0,1.0,0.0,112.0,40.0,2017-05-20,15:30:00
2017-2018,München,1.0,FC Bayern München,Bayer Leverkusen,2,0,0.0,1.0,0.0,6.0,40.0,2017-08-18,20:30:00
2017-2018,Sinsheim,1.0,TSG 1899 Hoffenheim,Werder Bremen,0,0,1.0,0.0,0.0,134.0,175.0,2017-08-19,15:30:00
2017-2018,Berlin,1.0,Hertha BSC,VfB Stuttgart,0,0,1.0,0.0,0.0,16.0,54.0,2017-08-19,15:30:00
2017-2018,Hamburg,1.0,Hamburger SV,FC Augsburg,1,0,0.0,1.0,0.0,95.0,100.0,2017-08-19,15:30:00
2017-2018,Mainz,1.0,1. FSV Mainz 05,Hannover 96,0,0,1.0,0.0,0.0,55.0,81.0,2017-08-19,15:30:00
2017-2018,Wolfsburg,1.0,VfL Wolfsburg,Borussia Dortmund,0,2,0.0,0.0,1.0,7.0,131.0,2017-08-19,15:30:00
2017-2018,Gelsenkirchen,1.0,FC Schalke 04,RB Leipzig,1,0,0.0,1.0,0.0,1635.0,9.0,2017-08-19,18:30:00
2017-2018,Freiburg,1.0,SC Freiburg,Eintracht Frankfurt,0,0,1.0,0.0,0.0,91.0,112.0,2017-08-20,15:30:00
2017-2018,Gladbach,1.0,Borussia Mönchengladbach,1. FC Köln,0,0,1.0,0.0,0.0,65.0,87.0,2017-08-20,18:00:00
2017-2018,Köln,2.0,1. FC Köln,Hamburger SV,0,2,0.0,0.0,1.0,100.0,65.0,2017-08-25,20:30:00
2017-2018,Bremen,2.0,Werder Bremen,FC Bayern München,0,0,1.0,0.0,0.0,40.0,134.0,2017-08-26,15:30:00
2017-2018,Frankfurt,2.0,Eintracht Frankfurt,VfL Wolfsburg,0,1,0.0,0.0,1.0,131.0,91.0,2017-08-26,15:30:00
2017-2018,Leverkusen,2.0,Bayer Leverkusen,TSG 1899 Hoffenheim,1,0,0.0,1.0,0.0,175.0,6.0,2017-08-26,15:30:00
2017-2018,Augsburg,2.0,FC Augsburg,Borussia Mönchengladbach,1,2,0.0,0.0,1.0,87.0,95.0,2017-08-26,15:30:00
2017-2018,Stuttgart,2.0,VfB Stuttgart,1. FSV Mainz 05,0,0,1.0,0.0,0.0,81.0,16.0,2017-08-26,15:30:00
2017-2018,Dortmund,2.0,Borussia Dortmund,Hertha BSC,1,0,0.0,1.0,0.0,54.0,7.0,2017-08-26,18:30:00
2017-2018,Leipzig,2.0,RB Leipzig,SC Freiburg,0,1,0.0,0.0,1.0,112.0,1635.0,2017-08-27,15:30:00
2017-2018,Hannover,2.0,Hannover 96,FC Schalke 04,0,0,1.0,0.0,0.0,9.0,55.0,2017-08-27,18:00:00
2017-2018,Hamburg,3.0,Hamburger SV,RB Leipzig,0,0,1.0,0.0,0.0,1635.0,100.0,2017-09-08,20:30:00
